condition,seed,generation,cumulative_evals,pop_mean_fitness,pop_std_fitness,best_so_far
dynamic_constant,5,3,400,17.172311285204476,0.8771463755330852,14.41547594742265
dynamic_constant,5,4,500,16.98083693428365,1.0897797394754705,14.41547594742265
dynamic_constant,5,5,600,16.50600902149015,0.9534189206110609,14.302172886644268
dynamic_constant,5,6,700,16.196390450100875,1.103727507018878,14.302172886644268
dynamic_constant,5,7,800,15.837725248894918,0.9333344872250716,14.263976744055029
dynamic_constant,5,8,900,15.790049377062498,1.0172579032079303,14.057641145488901
dynamic_constant,5,9,1000,15.610486306572081,1.0482332011968951,14.057641145488901
dynamic_constant,5,10,1100,15.536831538430308,0.9625771067537034,13.867156809750927
dynamic_constant,5,11,1200,15.68000394255916,1.0515572964106665,13.714944167960988
dynamic_constant,5,12,1300,15.497996962220821,0.9351138427346597,13.456465996625052
dynamic_constant,5,13,1400,15.534993750391328,1.0716464270365351,13.36619037896906
dynamic_constant,5,14,1500,15.54463470871098,1.0402324614757537,13.36619037896906
dynamic_constant,5,15,1600,15.387375345398516,0.8563744127305685,13.36619037896906
dynamic_constant,5,16,1700,15.578737330356267,1.068169629240639,13.36619037896906
dynamic_constant,5,17,1800,15.410713015893215,0.8567004094364256,13.36619037896906
dynamic_constant,5,18,1900,15.472246842794886,0.9311675238846804,13.36619037896906
dynamic_constant,5,19,2000,15.434640649210433,1.0433875254818554,13.36619037896906
dynamic_constant,5,20,2100,15.355817939623241,0.9593305007090674,13.361324772583615
dynamic_constant,5,21,2200,15.737315727409078,1.1590012856979441,13.361324772583615
dynamic_constant,5,22,2300,15.609479773468777,0.9557772429797465,13.361324772583615
dynamic_constant,5,23,2400,15.373327234149256,0.7046293240321766,13.361324772583615
dynamic_constant,5,24,2500,15.413467997398811,0.8925763960989119,13.361324772583615
dynamic_constant,5,25,2600,15.542352501112052,1.2615483817967241,13.361324772583615
dynamic_constant,5,26,2700,15.472731063042461,1.0668448752409811,13.361324772583615
dynamic_constant,5,27,2800,15.637254268723904,1.1198285593767496,13.361324772583615
dynamic_constant,5,28,2900,15.458528261743336,0.9789468331868336,13.361324772583615
